"movieId","title","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western","movie_views","movie_rating","score"
35,"Carrington (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,2.62019230769231
36,"Dead Man Walking (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,90,3.98333333333333,1.95833333333333
39,"Clueless (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,98,3.27551020408163,2.06349206349206
40,"Cry, the Beloved Country (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3.25,3.73260073260073
41,"Richard III (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,3.65789473684211,3.32517482517482
42,"Dead Presidents (1995)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,3.19230769230769,2.27631578947368
43,"Restoration (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3.27272727272727,1.8125
44,"Mortal Kombat (1995)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,2.70754716981132,2.87404580152672
45,"To Die For (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36,3.36111111111111,2.5
46,"How to Make an American Quilt (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,3.16666666666667,3.52252252252252
47,"Seven (a.k.a. Se7en) (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,196,4.13010204081633,2.51666666666667
48,"Pocahontas (1995)",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,56,3.10714285714286,2.55769230769231
49,"When Night Is Falling (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,2.15591397849462
50,"Usual Suspects, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,228,4.32894736842105,1.82894736842105
52,"Mighty Aphrodite (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,37,3.58108108108108,3.09848484848485
53,"Lamerica (1994)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2.40229885057471
54,"Big Green, The (1995)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
55,"Georgia (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2.09090909090909
57,"Home for the Holidays (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3.66666666666667,1.74590163934426
58,"Postman, The (Postino, Il) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,47,4.0531914893617,1.77222222222222
59,"Confessional, The (Confessionnal, Le) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,1.953125
60,"Indian in the Cupboard, The (1995)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3.04545454545455,1.77884615384615
61,"Eye for an Eye (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,3.75,2.16417910447761
62,"Mr. Holland's Opus (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,3.87362637362637,2.51538461538462
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2.94444444444444,1.92028985507246
64,"Two if by Sea (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.78571428571429,1.125
65,"Bio-Dome (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.28846153846154,2.06730769230769
66,"Lawnmower Man 2 Beyond Cyberspace (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,2.5,2.0632183908046
68,"French Twist (Gazon maudit) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3.75,1.80909090909091
69,"Friday (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.71875,1.56779661016949
70,"From Dusk Till Dawn (1996)",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,66,3.40151515151515,2.43918918918919
71,"Fair Game (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.25,2.05
72,"Kicking and Screaming (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4.5,1.93650793650794
73,"Misérables, Les (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,4.15,3.19047619047619
74,"Bed of Roses (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,3,1.87096774193548
75,"Big Bully (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.25,2.17361111111111
76,"Screamers (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,3.175,1.77884615384615
78,"Crossing Guard, The (1995)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,10,3.4,2.57183908045977
79,"Juror, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22,3.27272727272727,2.13888888888889
80,"White Balloon, The (Badkonake sefid) (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.33333333333333,2.66494845360825
81,"Things to Do in Denver When You're Dead (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21,3.21428571428571,2.18421052631579
82,"Antonia's Line (Antonia) (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3.45,2.40983606557377
83,"Once Upon a Time... When We Were Colored (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,3.8,2.14406779661017
84,"Last Summer in the Hamptons (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1.92
85,"Angels and Insects (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,3.85,1.99166666666667
86,"White Squall (1996)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,3.33333333333333,2.90816326530612
87,"Dunston Checks In (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.41666666666667,1.57432432432432
88,"Black Sheep (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3.83724832214765
89,"Nick of Time (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,3.11764705882353,2.43670886075949
90,"Journey of August King, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2.70481927710843
92,"Mary Reilly (1996)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11,2.95454545454545,2.74242424242424
93,"Vampire in Brooklyn (1995)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,2.55555555555556,2.10833333333333
94,"Beautiful Girls (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11,3.77272727272727,1.76666666666667
95,"Broken Arrow (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,3.09633027522936,2.03125
96,"In the Bleak Midwinter (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.83333333333333,2.21428571428571
97,"Hate (Haine, La) (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,3.89285714285714,2.82352941176471
100,"City Hall (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,3.46153846153846,2.12
101,"Bottle Rocket (1996)",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,20,3.75,2.87956204379562
102,"Mr. Wrong (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.71428571428571,3.51775147928994
103,"Unforgettable (1996)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,3.25,3.86285714285714
104,"Happy Gilmore (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3.4493670886076,2.82758620689655
105,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35,3.35714285714286,2.06716417910448
107,"Muppet Treasure Island (1996)",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,38,3.42105263157895,2.13636363636364
108,"Catwalk (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2.06603773584906
110,"Braveheart (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,248,4.10887096774194,2.07843137254902
111,"Taxi Driver (1976)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,118,4.02966101694915,1.93150684931507
112,"Rumble in the Bronx (Hont faan kui) (1995)",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3.3921568627451,2.8543956043956
113,"Before and After (1996)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,3.5,2.21578947368421
114,"Margaret's Museum (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4.12012012012012
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.04237288135593
116,"Anne Frank Remembered (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3.42857142857143,1.73770491803279
117,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3.72222222222222,2.73214285714286
118,"If Lucy Fell (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.5,2.26712328767123
121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3.4,2.825
122,"Boomerang (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,3.4,2.85714285714286
123,"Chungking Express (Chung Hing sam lam) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,15,3.8,2.43571428571429
124,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2.48989898989899
125,"Flirting With Disaster (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.5,2.28767123287671
126,"NeverEnding Story III, The (1994)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.125,1.85849056603774
129,"Pie in the Sky (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3.11006289308176
131,"Frankie Starlight (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,2.45
132,"Jade (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2.66666666666667,2.62735849056604
135,"Down Periscope (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.2741935483871,1.6025641025641
137,"Man of the Year (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.5,3.83035714285714
138,"Neon Bible, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.02666666666667
140,"Up Close and Personal (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,3.175,1.70754716981132
141,"Birdcage, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3.55188679245283,1.72549019607843
144,"Brothers McMullen, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.33333333333333,3.30882352941176
145,"Bad Boys (1995)",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,67,3.43283582089552,2.6578947368421
146,"Amazing Panda Adventure, The (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.66666666666667,2.74090909090909
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3.88461538461538,2.18617021276596
149,"Amateur (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,8,3.8125,1.84905660377358
150,"Apollo 13 (1995)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,3.96954314720812,2.13698630136986
151,"Rob Roy (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,65,3.48461538461538,3.11711711711712
152,"Addiction, The (1995)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2.83333333333333,1.4537037037037
153,"Batman Forever (1995)",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,157,2.96496815286624,3.15071770334928
154,"Beauty of the Day (Belle de jour) (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,4.02631578947368,1.74545454545455
155,"Beyond Rangoon (1995)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,3.28571428571429,2.35042735042735
156,"Blue in the Face (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1.69230769230769
157,"Canadian Bacon (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3.07142857142857,1.31730769230769
158,"Casper (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2.94852941176471,1.11320754716981
159,"Clockers (1995)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,15,3.56666666666667,1.79375
160,"Congo (1995)",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51,2.72549019607843,2.47058823529412
161,"Crimson Tide (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,107,3.82242990654206,1.91764705882353
162,"Crumb (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,3.79545454545455,2.55395683453237
163,"Desperado (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62,3.37096774193548,1.87222222222222
164,"Devil in a Blue Dress (1995)",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,20,3.475,2.73008849557522
165,"Die Hard With a Vengeance (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,150,3.5,2.11904761904762
166,"Doom Generation, The (1995)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,2.83333333333333,2.47706422018349
168,"First Knight (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,3.09615384615385,2.8936170212766
169,"Free Willy 2 The Adventure Home (1995)",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,2.4375,1.609375
170,"Hackers (1995)",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36,2.95833333333333,3.56505576208178
171,"Jeffrey (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.75,2.16666666666667
172,"Johnny Mnemonic (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65,2.45384615384615,1.83928571428571
173,"Judge Dredd (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,71,2.64084507042254,2.41095890410959
174,"Jury Duty (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.25,2.98461538461538
175,"Kids (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,3.42592592592593,2.45205479452055
176,"Living in Oblivion (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.11111111111111,3.3730407523511
177,"Lord of Illusions (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3.375,2.17647058823529
178,"Love & Human Remains (1993)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2.46739130434783
179,"Mad Love (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,3,2.8695652173913
180,"Mallrats (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,3.45238095238095,2.89267015706806
181,"Mighty Morphin Power Rangers The Movie (1995)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2.94247787610619
182,"Moonlight and Valentino (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,3,2.73958333333333
183,"Mute Witness (1994)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,1.73
184,"Nadja (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.5,2.57746478873239
185,"Net, The (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,105,3.11428571428571,2.27659574468085
186,"Nine Months (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,44,3.01136363636364,1.88679245283019
187,"Party Girl (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.2,3.9029304029304
188,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,3.25,2.70625
190,"Safe (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2.08771929824561
191,"Scarlet Letter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,2.625,1.9
193,"Showgirls (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,2.03225806451613,2.94407894736842
194,"Smoke (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,3.98148148148148,3.5939226519337
195,"Something to Talk About (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,13,3,2.2289156626506
196,"Species (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,62,2.89516129032258,0.92156862745098
198,"Strange Days (1995)",1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,30,3.31666666666667,2.95412844036697
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,4,2.23118279569892
200,"Tie That Binds, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2.70103092783505
201,"Three Wishes (1995)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.015
202,"Total Eclipse (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3.25,2.04807692307692
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.84090909090909,1.78378378378378
204,"Under Siege 2 Dark Territory (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.72058823529412,2.52348993288591
205,"Unstrung Heroes (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2.8622754491018
206,"Unzipped (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,3.18518518518519
207,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,3.47826086956522,3.60431654676259
208,"Waterworld (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123,2.9349593495935,3.34955752212389
209,"White Man's Burden (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,3.03925619834711
210,"Wild Bill (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3.86190476190476
211,"Browning Version, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4.25,2.83505154639175
212,"Bushwhacked (1995)",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1.5,3.04464285714286
213,"Burnt by the Sun (Utomlyonnye solntsem) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4.4,2.55172413793103
214,"Before the Rain (Pred dozhdot) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4.25,2.94219653179191
215,"Before Sunrise (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,4.1,3.79867256637168
216,"Billy Madison (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3.21052631578947,1.625
217,"Babysitter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2.8,1.78703703703704
218,"Boys on the Side (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2.78571428571429,2.4375
219,"Cure, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2.38194444444444
220,"Castle Freak (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.00757575757576
222,"Circle of Friends (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,3.73529411764706,2.31578947368421
223,"Clerks (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3.98019801980198,2.18421052631579
224,"Don Juan DeMarco (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,37,3.13513513513514,1.69090909090909
225,"Disclosure (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47,3.32978723404255,1.79452054794521
226,"Dream Man (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2.48809523809524
227,"Drop Zone (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,3.23809523809524,1.77611940298507
228,"Destiny Turns on the Radio (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,2.60135135135135
229,"Death and the Maiden (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,3.8,2.03947368421053
230,"Dolores Claiborne (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,3.42592592592593,3.24324324324324
